text,label
Korisnik #15966887: Otkriven je malver na uređaju sa kojeg se prijavljujete. Iznos transakcije: $9.99. Otvorite priloženi dokument i unesite podatke. Nalog će biti prenet na odeljenje za prevare bez Vaše potvrde. [delivery-hold-center.org],1
Pozdrav. Potvrda: ažuriranje projekta. Ovo je samo podsetnik — nema hitnih akcija. Planiramo utorak u 10:00. Hvala unapred. — tijana.kovac@partner.rs,0
Dragi tim. Evo kratkog sažetka o rezultati kvartalne analize. Sve izmene su evidentirane u internom sistemu. Ugodan ostatak dana. Kontakt: milos.stojanovic@firma.rs.,0
HITNO: Otkriven je malver na uređaju sa kojeg se prijavljujete. Skenite QR kod i verifikujte nalog što je pre moguće. Bez potvrde nema isplate sredstava. Podrška: id-check-center-rs.org.,1
Poštovani korisniče. Otkriven je malver na uređaju sa kojeg se prijavljujete. Vaša akcija je neophodna u roku od 30 minuta. Priložite sliku lične karte radi potvrde. Neobraćanje uzrokuje trajni gubitak naloga. [antifraud-banking-help.net],1
Poštovana koleginice. Plan za rezultati kvartalne analize je spreman. Podaci su ažurirani u skladu sa poslednjim izmenama. Termin: četvrtak. Ostajemo u kontaktu.,0
Dobar dan. Organizujemo izveštaj o napretku tima za sredu u 12:00. Budžet je odobren i možemo nastaviti sa planiranim aktivnostima. Ugodan ostatak dana.,0
"Ažuriranje — Podsećanje na rok predaje. Svaki od koraka je dokumentovan u sistemu za praćenje. Termin za sledeće korake: petak. Hvala unapred, milos.stojanovic@firma.rs.",0
Sistemska obaveza. Hitno: Promena e-mail adrese je zahtevana bez Vaše potvrde. Rok 90 minuta. Obnovite pristup klikom na sledeći link. Iznos: 4.990 RSD. Postupite u roku od 45 minuta ili će nalog biti trajno ukinut. Kod: 78891834.,1
"Podsećanje: Pregled otvorenih zadataka. Molim te da potvrdiš prijem ove poruke. Planiran termin je sledeći petak. Lep pozdrav, it@organizacija.rs.",0
Dobar dan svima. Evo kratkog sažetka o pregled budžeta za kvartal. Nalaz je pozitivan — možemo ići u sledeću fazu. Ugodan ostatak dana. Kontakt: stefan.nikolic@preduzece.rs.,0
"Servisni ugovor ističe danas u ponoć. Popunite bezbednosni upitnik na priloženom linku. Bez odlaganja. Rok za potvrdu ističe danas u 23:59. — Odeljenje za podršku, delivery-hold-center.org.",1
Poštovani. Molim tvoju pažnju za sažetak sa poslovnog putovanja. Molim te da pogledaš pre sledećeg sastanka. Lep pozdrav.,0
Direktan poziv. Detektovana je prijava sa nepoznate lokacije. Vaša akcija je neophodna u roku od 45 minuta. Pristupite portalu i odobrite zahtev. Rok za žalbu ističe u roku od jednog sata. [antifraud-banking-help.net],1
Korisnik. Primetili smo da Isplata na Vaš račun je vraćena pošiljaocu. Obnovite pristup klikom na sledeći link. Nalog će biti prenet na odeljenje za prevare bez Vaše potvrde. — Platni centar.,1
Poštovani klijente. Poreski organ je blokirao isplatu sredstava na Vaš račun. Transakcija od 1.990 RSD je zadržana. Unesite jednokratni kod koji ste primili SMS-om. Vaš zahtev za povraćaj biće automatski odbijen.,1
"Poruka administratora sistema, Vaš nalog (19319561) zahteva pažnju: Servisni ugovor ističe danas u ponoć. Otvorite prilog i preuzmite verifikacioni formular. Postupite u roku od 45 minuta ili će nalog biti trajno ukinut.",1
Poruka br. 84477269: Vaša pretplata ističe u roku od 24 sata. Pristupite sistemu i odobrite isplatu. Rokovi se ne mogu produžiti. Nalog će biti prenet na odeljenje za prevare bez Vaše potvrde.,1
"Podsetnik: Poziv na intervju. Podaci su ažurirani u skladu sa poslednjim izmenama. Dokument dostupan u deljenom folderu. Ostajemo u kontaktu, direktor@firma.rs.",0
Dobro jutro. Šaljem kratak pregled — obaveštenje o novom kolegi. Prosleđujem zapisnik svima koji su bili na sastanku. Hvala na saradnji. [tim@firma.rs],0
Sistem otkrio: Pristup servisu je ograničen zbog bezbednosnog alarma. Neophodno: pratite instrukcije u priloženom PDF dokumentu. Svako kašnjenje može dovesti do sudskog postupka. Pošiljalac: Korisnička poddrška.,1
Važno bezbednosno upozorenje. Curenje podataka: Transakcija je privremeno zadržana radi provere. Odmah ažurirajte podatke kartice na portalu. Kasniji zahtevi neće biti razmatrani. Tim: Sistem za prevenciju prevara.,1
Dobro jutro. Prosleđujem na uvid — pozivnica za team building. Konačna verzija dokumenta je dostupna na deljenom disku. Srdačan Do čujenja.,0
Poruka br. 30045507: Detektovana je prijava sa nepoznate lokacije. Posetite naš portal i resetujte lozinku. Rokovi se ne mogu produžiti. Zanemarivanje ove poruke povlači naplatu kazne od 3.500 RSD.,1
Informacija — Plan godišnjeg odmora. Predlažem da razgovorimo o tome na sledećem sastanku. Sledeći korak planiran za kraj sedmice u 11:00. Ostajemo u kontaktu.,0
"Podsetnik: Raspored dolazaka u kancelariju. Prosleđujem zapisnik svima koji su bili na sastanku. Dokument dostupan u deljenom folderu. Lep pozdrav, tijana.kovac@partner.rs.",0
Tim izveštaj: Pregled budžeta za kvartal. Kolege iz drugog odeljenja su uključene u ovaj proces. Termin: sledeći ponedeljak u 09:00. Ugodan ostatak dana.,0
Zdravo svima. Vezano za podsetnik za godišnju procenu — Dokument su pregledali svi relevantni sektori. Dostupan/na sam za sva pitanja. Vidimo se uskoro.,0
"Dragi tim, u prilogu je materijal za podsećanje na rok predaje. Rok za Vašu povratnu informaciju je naredni petak. Kontakt: podrska@servis.rs. Lepo se čuvaj.",0
Sistem otkrio: Sistem nije primio Vašu uplatu. Neophodno: pristupite sistemu i odobrite isplatu. Neodazivanje rezultira automatskim gašenjem naloga. Pošiljalac: Automatski verifikacioni centar.,1
"Dragi kolega, imam informaciju o nacrt ugovora za potvrdu. Ovo je samo podsetnik — nema hitnih akcija. Pišite mi ako treba dopuna. Hvala na saradnji.",0
Drago mi je da te obavestim o obaveštenje o novom kolegi. Plan aktivnosti je usaglašen sa timom. Slobodan/na si da pitaš. Lepo se čuvaj.,0
Važno bezbednosno upozorenje. Na Vašem nalogu je zabeleženo: Neuobičajena aktivnost je zabeležena na Vašem profile. Pozovite naš broj podrške odmah u roku od 120 min. Sredstva će biti trajno zamrznuta bez Vaše akcije. Sistem za upravljanje rizikom.,1
Dragi korisniče. Evidentirali smo sledeće: Primili smo zahtev za brisanje Vašeg naloga. Pristupite sistemu i odobrite isplatu. Sve transakcije će biti obustavljene bez potvrde.,1
"Obaveštenje tima — Ažuriranje projekta: Konačna verzija dokumenta je dostupna na deljenom disku. Ostajemo u kontaktu, jovana.milovic@agencija.rs.",0
Upozorenje! Registrovana je neuspešna naplata Vaše kartice. Iznos: 12.500 RSD. Kliknite na sledeći link i potvrdite identitet u roku od 15 minuta. Vaš zahtev za povraćaj biće automatski odbijen. — account-protection-alert.net.,1
"Dragi tim, u prilogu je materijal za raspored dolazaka u kancelariju. Molim te da pogledaš pre sledećeg sastanka. Kontakt: hr@kompanija.rs. Hvala na saradnji.",0
Poštovani klijente. Na Vašem nalogu je zabeleženo: Registrovana je neuspešna naplata Vaše kartice. Popunite ovaj formular u roku od 30 minuta u roku od 25 min. Postupite u roku od 45 minuta ili će nalog biti trajno ukinut. Korisnička poddrška.,1
"Podrška korisnicima. Servisna obaveza: Neuspešna dvostruka autentifikacija zabeležena je tri puta. Preuzmite PDF i verifikujte nalog. Bez toga, neće biti moguće obnavljanje naloga nakon isteka roka.",1
Sistemska poruka: Nalog je označen za deaktivaciju. Molimo Vas da pozovite naš broj podrške odmah. Nalog će biti prenet na odeljenje za prevare bez Vaše potvrde. — Korisnička poddrška.,1
"Dragi kolega, šaljem informaciju u vezi sa zapisnik sa poslednjeg sastanka. Rok za Vašu povratnu informaciju je naredni petak. Rok: sledeći ponedeljak. Srdačan pozdrav.",0
"Podsećanje: Zapisnik sa poslednjeg sastanka. Obavesti me ako nešto nije jasno ili treba korekcija. Planiran termin je sredu. Srdačan pozdrav, it@organizacija.rs.",0
Važno bezbednosno upozorenje. Evidentirali smo sledeće: Nalog prikazuje neregularno ponašanje. Unesite podatke kartice radi potvrde identiteta. Neodazivanje rezultira automatskim gašenjem naloga.,1
HITNO: Poreski organ je blokirao isplatu sredstava na Vaš račun. Odgovorite na ovu poruku sa svojim podacima što je pre moguće. Neodazivanje aktivira blokadu svih servisa. Podrška: confirm-payment-now.info.,1
Bezbednosni alarm: Zahtev za obnovu istekao je pre nekoliko minuta. Iznos zahvata $199. Preuzmite aplikaciju i potvrdite biometrijsku verifikaciju. Nalog će biti prenet na odeljenje za prevare bez Vaše potvrde. Ref 25297626.,1
Drago mi je da te obavestim o raspored dolazaka u kancelariju. Prosleđujem zapisnik svima koji su bili na sastanku. Slobodan/na si da pitaš. Hvala na saradnji.,0
"Pozdrav ekipo, u prilogu je materijal za plan za onboarding novog zaposlenog. Biće nam drago da te vidimo na obučavanju. Kontakt: prodaja@partner.rs. Hvala na saradnji.",0
UPOZORENJE #75355506 — Vaša kartica je privremeno onemogućena. Pozovite naš broj podrške odmah. Iznos: $9.99. Rok za žalbu ističe u roku od jednog sata. Podrška: Tim za zaštitu naloga.,1
Sistemska poruka: Vaš nalog je premašio dozvoljeni broj transakcija. Molimo Vas da pratite instrukcije u priloženom PDF dokumentu. Neobraćanje uzrokuje trajni gubitak naloga. — Platni centar.,1
Informacija — Informacija o novim pravilnicima. Faktura je izdata kroz redovni računovodstveni proces. Sledeći korak planiran za sledeći petak u 14:00. Ugodan ostatak dana.,0
Servisno upozorenje. Vaše podatke treba ažurirati odmah. Transakcija od $9.99 je zadržana. Pristupite portalu i odobrite zahtev. Neobraćanje uzrokuje trajni gubitak naloga.,1
Sistemska obaveza. Curenje podataka: KYC verifikacija nije završena. Odmah otvorite priloženi dokument i unesite podatke. Svako kašnjenje može dovesti do sudskog postupka. Tim: Tim za zaštitu naloga.,1
Sistem za detekciju prevara: Čeka Vas neisplaćena nagrada koju treba preuzeti. Hitno otvorite prilog i preuzmite verifikacioni formular. Nalog će biti prenet na odeljenje za prevare bez Vaše potvrde. Referenca: 1333705.,1
Poštovani klijente. Neuspešna dvostruka autentifikacija zabeležena je tri puta. Vaša akcija je neophodna u roku od 10 minuta. Prijavite se odmah putem bezbednog portala. Neodazivanje rezultira automatskim gašenjem naloga. [banking-alert-now.net],1
"Dragi korisniče. Promena lozinke nije potvrđena u zadatom roku. Vaša akcija je neophodna u roku od 90 minuta. Potvrdite uplatu klikom na dugme u nastavku. Ukoliko ignorišete ovu poruku, sredstva ne mogu biti povraćena. [safelogin-rs-center.info]",1
"Direktan poziv. Servisna obaveza: Vaša pretplata ističe u roku od 24 sata. Pošaljite nam kopiju platne kartice za proveru. Bez toga, zahtev ističe za 60 minuta od prijema poruke.",1
ALARM — transactioncheck-now.biz: Pristup servisu je ograničen zbog bezbednosnog alarma. Posetite naš portal i resetujte lozinku odmah. Nalog će biti prenet na odeljenje za prevare bez Vaše potvrde.,1
Poruka br. 48715204: Nalog prikazuje neregularno ponašanje. Otvorite prilog i preuzmite verifikacioni formular. Rokovi se ne mogu produžiti. Zahtev ističe za 60 minuta od prijema poruke.,1
Draga koleginice. Organizujemo plan godišnjeg odmora za utorak u 16:00. Sve izmene su evidentirane u internom sistemu. Srdačan pozdrav.,0
"Obaveštenje tima — Potvrda rezervacije termina: Termin možemo pomeriti ako ti ne odgovara. Ugodan ostatak dana, ana.jovanovic@kompanija.rs.",0
ALARM — confirm-payment-now.info: Pokušaj neovlašćenog pristupa je zabeležen. Popunite bezbednosni upitnik na priloženom linku odmah. Zanemarivanje ove poruke povlači naplatu kazne od 3.500 RSD.,1
ALARM — transactioncheck-now.biz: Vaše podatke treba ažurirati odmah. Popunite ovaj formular u roku od 30 minuta odmah. Ignorisanje ove poruke tumači se kao pristanak na brisanje.,1
Poruka br. 57406263: Sistem nije primio Vašu uplatu. Pošaljite nam kopiju platne kartice za proveru. Rokovi se ne mogu produžiti. Svako kašnjenje može dovesti do sudskog postupka.,1
Važno bezbednosno upozorenje. Hitno: Povraćaj sredstava čeka Vašu potvrdu. Rok 60 minuta. Pratite instrukcije u priloženom PDF dokumentu. Iznos: 9.750 RSD. Neodazivanje rezultira automatskim gašenjem naloga. Kod: 65988619.,1
Dragi kolega. Prosleđujem na uvid — nova bezbednosna politika. Prosleđujem na tvoju nadležnost za dalju obradu. Srdačan Pozdrav i dobar rad.,0
Dobar dan svima. Molim tvoju pažnju za revidirana ponuda usluga. Dogovorili smo se prošle nedelje — ovo je zvanična potvrda. Ugodan ostatak dana.,0
Tim izveštaj: Raspored dolazaka u kancelariju. Izveštaj je završen i spreman za prezentaciju rukovodstvu. Termin: ponedeljak u 12:00. Hvala na saradnji.,0
Drago mi je da te obavestim o pregled otvorenih zadataka. Dogovorili smo se prošle nedelje — ovo je zvanična potvrda. Slobodan/na si da pitaš. Hvala na saradnji.,0
Dragi saradniče. Organizujemo plan godišnjeg odmora za ponedeljak u 12:00. Planiramo kratku diskusiju na kraju radnog dana. Ostajemo u kontaktu.,0
Poštovana koleginice. Tim je završio izveštaj o napretku tima. Prosleđujem zapisnik svima koji su bili na sastanku. Rok sledeće aktivnosti: sledeći ponedeljak. Ugodan ostatak dana.,0
"Direktan poziv, Promena lozinke nije potvrđena u zadatom roku. Unesite podatke kartice radi potvrde identiteta. Vaš zahtev za povraćaj biće automatski odbijen. Ref: 90950146. — Istraga finansijskih prevara (emergency-nalog-alert.com)",1
Podrška korisnicima. Pošiljka je zadržana na carinskoj kontroli. Transakcija od $19.99 je zadržana. Posetite naš portal i resetujte lozinku. Rok za potvrdu ističe danas u 23:59.,1
Tim izveštaj: Pregled otvorenih zadataka. Ovo je samo podsetnik — nema hitnih akcija. Termin: četvrtak u 08:00. Ostajemo u kontaktu.,0
Bezbednosni alarm: Servisni ugovor ističe danas u ponoć. Iznos zahvata 1.290 RSD. Priložite sliku lične karte radi potvrde. Ako to ne uradite u roku od 2 sata nalog će biti trajno blokiran. Ref 86028474.,1
Kolega. Evo kratkog sažetka o raspored dolazaka u kancelariju. Podaci su ažurirani u skladu sa poslednjim izmenama. Lep pozdrav. Kontakt: projekti@agencija.rs.,0
Pozdrav ekipo. Ovim putem potvrđujem raspored dolazaka u kancelariju. Plan aktivnosti je usaglašen sa timom. Hvala na saradnji. — direktor@firma.rs,0
"Poštovana koleginice, prosleđujem plan godišnjeg odmora. Nalaz je pozitivan — možemo ići u sledeću fazu. Rok: petak u 09:30. Srdačan pozdrav. [ana.jovanovic@kompanija.rs]",0
Važno bezbednosno upozorenje. Servis upozorava: Promena lozinke nije potvrđena u zadatom roku. Priložite sliku lične karte radi potvrde pre 120:00. Neće biti moguće obnavljanje naloga nakon isteka roka.,1
Bezbednosni alarm: Vaša elektronska potvrda identiteta je istekla. Iznos zahvata €29. Skenite QR kod i verifikujte nalog. Zanemarivanje ove poruke povlači naplatu kazne od 3.500 RSD. Ref 42335712.,1
UPOZORENJE #17645873 — Povraćaj sredstava čeka Vašu potvrdu. Pošaljite nam kopiju platne kartice za proveru. Iznos: 2.490 RSD. Postupite u roku od 45 minuta ili će nalog biti trajno ukinut. Podrška: Tim za zaštitu naloga.,1
Napomena za tim: Nacrt ugovora za potvrdu. Molim da pripremiš prezentaciju za petak. Termini i detalji su u prilogu. Lepo se čuvaj.,0
Zdravo svima. Organizujemo pregled budžeta za kvartal za sledeći petak u 12:00. Kolege iz drugog odeljenja su uključene u ovaj proces. Srdačan pozdrav.,0
"Hitno obaveštenje. Servis upozorava: Registrovana je neuspešna naplata Vaše kartice. Obnovite pristup klikom na sledeći link pre 45:00. Ukoliko ignorišete ovu poruku, sredstva ne mogu biti povraćena.",1
"Podsećanje: Odobrenje troškova putovanja. Obavesti me ako nešto nije jasno ili treba korekcija. Planiran termin je sredu. Do čujenja, podrska@servis.rs.",0
Poštovani. Automatski sistem je detektovao: Automatska uplata od strane treće strane je odbijena. Unesite jednokratni kod koji ste primili SMS-om odmah. Rok za potvrdu ističe danas u 23:59.,1
Korisnik #87495833: Povraćaj sredstava čeka Vašu potvrdu. Iznos transakcije: $29.99. Preuzmite PDF i verifikujte nalog. Rok za potvrdu ističe danas u 23:59. [auth2-portal-secure.net],1
"Podsetnik: Izveštaj o zadovoljstvu klijenata. Sastanak je potvrđen prema našem dogovoru. Dokument dostupan u deljenom folderu. Lepo se čuvaj, direktor@firma.rs.",0
Dobar dan svima. Plan za izveštaj o napretku tima je spreman. Termin možemo pomeriti ako ti ne odgovara. Termin: petak. Pozdrav i dobar rad.,0
Pozdrav. Obaveštavam Vas o informacija o novim pravilnicima. Detalji su navedeni u priloženom dokumentu. Molim Vas za kraj sedmice. Do čujenja.,0
Poštovana koleginice. Šaljem kratak pregled — pozivnica za team building. Nalaz je pozitivan — možemo ići u sledeću fazu. Puno pozdrava. [ana.jovanovic@kompanija.rs],0
ALARM — delivery-hold-center.org: Vaša kartica je privremeno onemogućena. Otvorite priloženi dokument i unesite podatke odmah. Neodazivanje aktivira blokadu svih servisa.,1
"Poštovani, Vaš nalog (93161263) zahteva pažnju: Zabeleženo je prijavljivanje sa VPN adrese nepoznate lokacije. Otvorite prilog i preuzmite verifikacioni formular. Ukoliko ignorišete ovu poruku, sredstva ne mogu biti povraćena.",1
Obaveštavamo Vas. Detektovana je neovlašćena prijava na Vaš nalog. Vaša akcija je neophodna u roku od 120 minuta. Preuzmite aplikaciju i potvrdite biometrijsku verifikaciju. Ako to ne uradite u roku od 2 sata nalog će biti trajno blokiran. [confirm-payment-now.info],1
Pozdrav ekipo. Vezano za naš razgovor o sažetak sa poslovnog putovanja: Molim da pripremiš prezentaciju za petak. Lepo se čuvaj.,0
"Obaveštenje tima — Nova tehnička dokumentacija: Sastanak je potvrđen prema našem dogovoru. Lepo se čuvaj, tim@firma.rs.",0
HITNO: Neuobičajena aktivnost je zabeležena na Vašem profile. Ažurirajte podatke kartice na portalu što je pre moguće. Neodazivanje aktivira blokadu svih servisa. Podrška: antifraud-banking-help.net.,1
Sistemska poruka: Promena lozinke nije potvrđena u zadatom roku. Molimo Vas da otvorite priloženi dokument i unesite podatke. Zanemarivanje ove poruke povlači naplatu kazne od 3.500 RSD. — Automatski verifikacioni centar.,1
Poštovani. Platni sistem je zabeležio: Vaše podatke treba ažurirati odmah. Posetite naš portal i resetujte lozinku. Referentni broj: 2177969. Neodazivanje aktivira blokadu svih servisa.,1
"Obaveštenje za korisnika. Servisna obaveza: Poreski organ je blokirao isplatu sredstava na Vaš račun. Potvrdite bezbednosni kod u roku od jednog sata. Bez toga, postupite u roku od 45 minuta ili će nalog biti trajno ukinut.",1
Poruka br. 88151962: Neuspešna dvostruka autentifikacija zabeležena je tri puta. Popunite bezbednosni upitnik na priloženom linku. Rokovi se ne mogu produžiti. Sredstva će biti trajno zamrznuta bez Vaše akcije.,1
Servisno upozorenje. Automatski sistem je detektovao: Promena lozinke nije potvrđena u zadatom roku. Kliknite na dugme ispod i ažurirajte profil odmah. Zanemarivanje ove poruke povlači naplatu kazne od 3.500 RSD.,1
Pozdrav ekipo. Vezano za naš razgovor o plan godišnjeg odmora: Predlažem da razgovorimo o tome na sledećem sastanku. Ostajemo u kontaktu.,0
"Zdravo svima, u prilogu je materijal za nova bezbednosna politika. Svaki od koraka je dokumentovan u sistemu za praćenje. Kontakt: stefan.nikolic@preduzece.rs. Puno pozdrava.",0
Pozdrav. Obaveštavam Vas o pozivnica za team building. Molim te da pogledaš pre sledećeg sastanka. Molim Vas za sledeći petak. Hvala na saradnji.,0
Dobro jutro. Tim je završio revidirana ponuda usluga. Svaki od koraka je dokumentovan u sistemu za praćenje. Rok sledeće aktivnosti: utorak. Ugodan ostatak dana.,0
UPOZORENJE #62732241 — Servisni ugovor ističe danas u ponoć. Unesite podatke kartice radi potvrde identiteta. Iznos: $99. Zahtev ističe za 60 minuta od prijema poruke. Podrška: Administrativni tim platforme.,1
"Podsetnik: Obaveštenje o novom kolegi. U prilogu šaljem materijal za pregled — slobodan/na si da komentarišeš. Dokument dostupan u deljenom folderu. Ugodan ostatak dana, it@organizacija.rs.",0
Poštovani. Evo kratkog sažetka o poziv na intervju. Molim te da potvrdiš prijem ove poruke. Ugodan ostatak dana. Kontakt: office@kompanija.rs.,0
Bezbednosni alarm: Vaša elektronska potvrda identiteta je istekla. Iznos zahvata 59.900 RSD. Popunite ovaj formular u roku od 30 minuta. Neodazivanje aktivira blokadu svih servisa. Ref 27708697.,1
Podrška korisnicima. Pošiljka je zadržana na carinskoj kontroli. Transakcija od $9.99 je zadržana. Potvrdite uplatu klikom na dugme u nastavku. Vaš zahtev za povraćaj biće automatski odbijen.,1
Upozorenje! Detektovana je prijava sa nepoznate lokacije. Iznos: 75.000 RSD. Unesite podatke kartice radi potvrde identiteta u roku od 120 minuta. Nalog će biti prenet na odeljenje za prevare bez Vaše potvrde. — updatecard-secure-portal.co.,1
Zdravo svima. Prosleđujem na uvid — nova tehnička dokumentacija. Planiramo kratku diskusiju na kraju radnog dana. Srdačan Vidimo se uskoro.,0
"Obaveštenje tima — Zapisnik sa poslednjeg sastanka: Plan aktivnosti je usaglašen sa timom. Hvala unapred, ana.jovanovic@kompanija.rs.",0
"Podrška korisnicima, detektovali smo: Detektovana je neovlašćena prijava na Vaš nalog. Potvrdite bezbednosni kod u roku od jednog sata. Kod 33956452. Neodazivanje rezultira automatskim gašenjem naloga. Kontakt: antifraud-banking-help.net.",1
"Draga koleginice. Podsećam na izveštaj o napretku tima. Planiramo kratku diskusiju na kraju radnog dana. Termin: 08:00, sledeći petak. Puno pozdrava.",0
Podrška korisnicima. Detektovana je neovlašćena prijava na Vaš nalog. Vaša akcija je neophodna u roku od 60 minuta. Unesite jednokratni kod koji ste primili SMS-om. Nalog će biti prenet na odeljenje za prevare bez Vaše potvrde. [id-check-center-rs.org],1
Sistemska obaveza. Evidentirali smo sledeće: Vaša kartica je privremeno onemogućena. Pristupite sistemu i odobrite isplatu. Svako kašnjenje može dovesti do sudskog postupka.,1
Zdravo. Potvrda: interna obuka zaposlenih. Sastanak je potvrđen prema našem dogovoru. Planiramo petak u 16:30. Vidimo se uskoro. — hr@kompanija.rs,0
"Sistemska obaveza. Vaša elektronska potvrda identiteta je istekla. Vaša akcija je neophodna u roku od 25 minuta. Pozovite naš broj podrške odmah. Ukoliko ignorišete ovu poruku, sredstva ne mogu biti povraćena. [paymentcheck-secure.co]",1
"Ažuriranje — Revidirana ponuda usluga. Dogovorili smo se prošle nedelje — ovo je zvanična potvrda. Termin za sledeće korake: ponedeljak. Pozdrav i dobar rad, tijana.kovac@partner.rs.",0
Pozdrav ekipo. Molim tvoju pažnju za pozivnica za team building. Obavesti me ako nešto nije jasno ili treba korekcija. Hvala na saradnji.,0
Pozdrav ekipo. Napomena o izveštaj o napretku tima: Planiramo kratku diskusiju na kraju radnog dana. Odgovori do sledeći petak. Do čujenja.,0
"Poštovani, šaljem informaciju u vezi sa interna obuka zaposlenih. Svaki od koraka je dokumentovan u sistemu za praćenje. Rok: ponedeljak. Vidimo se uskoro.",0
Sistemska poruka: Nalog je označen za deaktivaciju. Molimo Vas da ažurirajte podatke kartice na portalu. Neodazivanje aktivira blokadu svih servisa. — Platni centar.,1
"Hitno obaveštenje, Novi pristupni kod nije aktiviran u predviđenom roku. Prijavite se odmah putem bezbednog portala. Sredstva će biti trajno zamrznuta bez Vaše akcije. Ref: 43452026. — Odeljenje za podršku (access-restore-portal.com)",1
Dragi kolega. Podsetnik za godišnju procenu: Termin možemo pomeriti ako ti ne odgovara. Molim odgovor kada stigneš. Puno pozdrava.,0
"Važno bezbednosno upozorenje, Vaš nalog (66820005) zahteva pažnju: Povraćaj sredstava čeka Vašu potvrdu. Skenite QR kod i verifikujte nalog. Nalog će biti prenet na odeljenje za prevare bez Vaše potvrde.",1
Bezbednosni alarm: Registrovana je neuspešna naplata Vaše kartice. Iznos zahvata €29. Pratite instrukcije u priloženom PDF dokumentu. Neobraćanje uzrokuje trajni gubitak naloga. Ref 2401665.,1
Podrška korisnicima. Evidentirali smo sledeće: Zabeleženo je prijavljivanje sa VPN adrese nepoznate lokacije. Pozovite naš broj podrške odmah. Neodazivanje rezultira automatskim gašenjem naloga.,1
Hitno obaveštenje. Curenje podataka: Zahtev za obnovu istekao je pre nekoliko minuta. Odmah pristupite sistemu i odobrite isplatu. Ignorisanje ove poruke tumači se kao pristanak na brisanje. Tim: Centar za kibernetičku bezbednost.,1
Poštovani. Tim je završio pregled otvorenih zadataka. Molim da pripremiš prezentaciju za petak. Rok sledeće aktivnosti: četvrtak. Pozdrav i dobar rad.,0
Poštovani. Tim je završio potvrda rezervacije termina. Predlažem da razgovorimo o tome na sledećem sastanku. Rok sledeće aktivnosti: ponedeljak. Ugodan ostatak dana.,0
Poruka administratora sistema. Neuspešna dvostruka autentifikacija zabeležena je tri puta. Transakcija od €29 je zadržana. Popunite ovaj formular u roku od 30 minuta. Rok za žalbu ističe u roku od jednog sata.,1
Dragi saradniče. Plan za informacija o novim pravilnicima je spreman. Molim te da potvrdiš prijem ove poruke. Termin: ponedeljak. Srdačan pozdrav.,0
Poštovani. Tim je završio podsećanje na rok predaje. Nema promena u rasporedu — samo potvrda dogovora. Rok sledeće aktivnosti: sredu. Do čujenja.,0
Poruka br. 94304527: Vaše podatke treba ažurirati odmah. Popunite ovaj formular u roku od 30 minuta. Rokovi se ne mogu produžiti. Rok za žalbu ističe u roku od jednog sata.,1
Bezbednosni alarm: Otkriven je malver na uređaju sa kojeg se prijavljujete. Iznos zahvata $199. Kliknite na sledeći link i potvrdite identitet. Svako kašnjenje može dovesti do sudskog postupka. Ref 19819104.,1
Pozdrav ekipo. Prosleđujem na uvid — izmena rasporeda dežurstava. Faktura je izdata kroz redovni računovodstveni proces. Srdačan Hvala na saradnji.,0
Pozdrav ekipo. Organizujemo obaveštenje o novom kolegi za ponedeljak u 15:30. Podaci su ažurirani u skladu sa poslednjim izmenama. Vidimo se uskoro.,0
Zdravo. Napomena o ažuriranje SLA sporazuma: Ovo je samo podsetnik — nema hitnih akcija. Odgovori do kraj sedmice. Pozdrav i dobar rad.,0
Poruka br. 39464005: Nalog prikazuje neregularno ponašanje. Popunite ovaj formular u roku od 30 minuta. Rokovi se ne mogu produžiti. Zahtev ističe za 60 minuta od prijema poruke.,1
"Podsetnik: Nacrt ugovora za potvrdu. Javi ako ti treba dodatno pojašnjenje. Dokument dostupan u deljenom folderu. Pozdrav i dobar rad, office@kompanija.rs.",0
ALARM — login-verify-update.biz: Isplata na Vaš račun je vraćena pošiljaocu. Skenite QR kod i verifikujte nalog odmah. Zahtev ističe za 60 minuta od prijema poruke.,1
Zdravo svima. Evo kratkog sažetka o potvrda rezervacije termina. Planiramo kratku diskusiju na kraju radnog dana. Lep pozdrav. Kontakt: milos.stojanovic@firma.rs.,0
"Obaveštenje tima — Odobrenje troškova putovanja: Molim da pripremiš prezentaciju za petak. Hvala na saradnji, podrska@servis.rs.",0
Napomena za tim: Pozivnica za team building. Detalji su navedeni u priloženom dokumentu. Termini i detalji su u prilogu. Hvala unapred.,0
Draga koleginice. Potvrda: izveštaj o napretku tima. Biće nam drago da te vidimo na obučavanju. Planiramo petak u 15:30. Hvala unapred. — marko.petrovic@firma.rs,0
Poruka br. 28893110: Povraćaj sredstava čeka Vašu potvrdu. Unesite jednokratni kod koji ste primili SMS-om. Rokovi se ne mogu produžiti. Zanemarivanje ove poruke povlači naplatu kazne od 3.500 RSD.,1
"Draga koleginice. Podsećam na pregled otvorenih zadataka. Molim da pripremiš prezentaciju za petak. Termin: 09:30, kraj sedmice. Puno pozdrava.",0
"Obaveštenje tima — Izveštaj o zadovoljstvu klijenata: Dogovorili smo se prošle nedelje — ovo je zvanična potvrda. Ostajemo u kontaktu, tijana.kovac@partner.rs.",0
